name,image_src,url,table_check,qualification,expertise
ผศ. นพ.พนม เกตุมาน,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587631484_%E0%B8%9C%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%9E%E0%B8%99%E0%B8%A1_%E0%B9%80%E0%B8%81%E0%B8%95%E0%B8%B8%E0%B8%A1%E0%B8%B2%E0%B8%99.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=33,"พฤหัสบดี 13:00 - 16:30 น. สัปดาห์ที่ 1,2,3,4,5",,จิตเวชศาสตร์เด็กและวัยรุ่น
ศ. พญ.พนิดา โกสียรักษ์วงศ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587718860_%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%9E%E0%B8%99%E0%B8%B4%E0%B8%94%E0%B8%B2_%E0%B9%82%E0%B8%81%E0%B8%AA%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B9%8C%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=371,"พุธ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",การถนอมสายตา,กระจกตา และ แก้ไขสายตาด้วยเลเซอร์ เลสิก
รศ. พญ.พรจิรา ปริวัชรากุล,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587716672_%E0%B8%A3%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%9E%E0%B8%A3%E0%B8%88%E0%B8%B4%E0%B8%A3%E0%B8%B2_%E0%B8%9B%E0%B8%A3%E0%B8%B4%E0%B8%A7%E0%B8%B1%E0%B8%8A%E0%B8%A3%E0%B8%B2%E0%B8%81%E0%B8%B8%E0%B8%A5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=569,"พุธ 13:20 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 13:00 - 14:20 น. สัปดาห์ที่ 1,2,3,4,5",,จิตเวชศาสตร์
นพ.พรชัย งามธนวัฒน์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587714346_%E0%B8%99%E0%B8%9E.%E0%B8%9E%E0%B8%A3%E0%B8%8A%E0%B8%B1%E0%B8%A2_%E0%B8%87%E0%B8%B2%E0%B8%A1%E0%B8%98%E0%B8%99%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=343,"จันทร์ 09:00 - 13:00 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 09:00 - 12:00 น. สัปดาห์ที่ 2,3,4,5 09:00 - 12:00 น. สัปดาห์ที่ 1 พุธ 16:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3 อาทิตย์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 17:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5",,เวชศาสตร์ฟื้นฟู
พญ.พรทิพย์ ปัญจสมานวงศ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587714279_%E0%B8%9E%E0%B8%8D.%E0%B8%9E%E0%B8%A3%E0%B8%97%E0%B8%9E%E0%B8%B4%E0%B8%A2%E0%B9%8C_%E0%B8%9B%E0%B8%B1%E0%B8%8D%E0%B8%88%E0%B8%AA%E0%B8%A1%E0%B8%B2%E0%B8%99%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=342,"จันทร์ 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 14:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 13:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 08:30 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ โรงพยาบาลรามาธิบดี พ.ศ.2549วุฒิบัตรสาขากุมารเวชศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2555วุฒิบัตรสาขากุมารเวชศาสตร์โรคหัวใจ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2557,กุมารแพทย์โรคหัวใจ
ผศ. นพ.พรพจน์ เปรมโยธิน,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587708833_%E0%B8%99%E0%B8%9E.%E0%B8%9E%E0%B8%A3%E0%B8%9E%E0%B8%88%E0%B8%99%E0%B9%8C_%E0%B9%80%E0%B8%9B%E0%B8%A3%E0%B8%A1%E0%B9%82%E0%B8%A2%E0%B8%98%E0%B8%B4%E0%B8%99.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=276,"พุธ 14:00 - 18:00 น. สัปดาห์ที่ 2 15:00 - 19:00 น. สัปดาห์ที่ 4 16:00 - 20:00 น. สัปดาห์ที่ 1,3,5 อาทิตย์ 08:30 - 12:00 น. สัปดาห์ที่ 2 13:00 - 16:00 น. สัปดาห์ที่ 2","แพทยศาสตร์บัณฑิต (เกียรตินิยมอันดับ 1) คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2547แพทย์ใช้ทุน โรงพยาบาลสวรรค์ประชารักษ์ จังหวัดนครสวรรค์ พ.ศ.2548แพทย์ 4 ปฏิบัติการเป็นแพทย์ประจำบ้าน ชั้นปีที่ 1 ภาควิชาอายุรศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล พ.ศ.2549ประกาศนียบัตรบัณฑิตทางวิทยาศาสตร์การแพทย์คลินิก (อายุรศาสตร์) มหาวิทยาลัยมหิดล พ.ศ.2549แพทย์ประจำบ้าน ภาควิชาอายุรศาสตร์University of Hawaii at Manoaเฟลโลว์สาขาต่อมไร้ท่อและเมตาบอลิสมBoston University, Boston Medical Centerพ.ศ.2554เฟล์โลว์สาขาโภชนาการคลินิกBoston University, Boston Medical Centerพ.ศ.2555",อายุรศาสตร์โภชนศาสตร์คลินิก
ศ. นพ.พรพรหม เมืองแมน,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587712530_%E0%B8%A8.%E0%B8%99%E0%B8%9E._%E0%B8%9E%E0%B8%A3%E0%B8%9E%E0%B8%A3%E0%B8%AB%E0%B8%A1_%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B9%81%E0%B8%A1%E0%B8%99.png,https://www.siphhospital.com/th/medical-services/doctor-biography?id=315,,,ศัลยศาสตร์อุบัติเหตุ
ศ. พญ.พรพิมพ์ กอแพร่พงศ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587700746_%E0%B8%A3%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%9E%E0%B8%A3%E0%B8%9E%E0%B8%B4%E0%B8%A1%E0%B8%9E%E0%B9%8C_%E0%B8%81%E0%B8%AD%E0%B9%81%E0%B8%9E%E0%B8%A3%E0%B9%88%E0%B8%9E%E0%B8%87%E0%B8%A8%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=141,"พฤหัสบดี 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5","พ.บ., ป.ชั้นสูง(รังสีวินิจฉัย), ว.ว.(รังสีวิทยาทั่วไป)Certificate Fellowship Mallinckrodt Institute of Radiology at WashingtonCertificate of Breast Imaging and Intervention",รังสีวินิจฉัย
อ. พญ.พรรณทิพา เจือณรงค์ฤทธิ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587629956_%E0%B8%AD.%E0%B8%9E%E0%B8%8D.%E0%B8%9E%E0%B8%A3%E0%B8%A3%E0%B8%93%E0%B8%97%E0%B8%B4%E0%B8%9E%E0%B8%B2_%E0%B9%80%E0%B8%88%E0%B8%B7%E0%B8%AD%E0%B8%93%E0%B8%A3%E0%B8%87%E0%B8%84%E0%B9%8C%E0%B8%A4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=10,"อังคาร 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 10:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 08:00 - 12:00 น. สัปดาห์ที่ 2,4 08:00 - 12:00 น. สัปดาห์ที่ 1,3,5 ศุกร์ 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2545วุฒิบัตรกุมารเวชศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2551วุฒิบัตรกุมารเวชศาสตร์ต่อมไร้ท่อและเมตาบอลิสม คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2553,กุมารเวชศาสตร์ต่อมไร้ท่อและเมตาบอลิสม
อ. พญ.พรรณวดี ทองเจริญศิริกุล,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1643853446_Panwadee.T.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1201,"จันทร์ 16:30 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 16:30 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 13:00 - 18:00 น. สัปดาห์ที่ 5 13:00 - 18:00 น. สัปดาห์ที่ 1,3 อาทิตย์ 08:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย พ.ศ.2556วุฒิบัตรสาขาตจวิทยา คณะแพทยศาสตร์ มหาวิทยาลัยธรรมศาสตร์ พ.ศ.2563วุฒิบัตรอนุสาขาตจศัลยศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2564,โรคผิวหนัง ศัลยกรรมเลเซอร์และความงาม การรักษาริ้วรอยด้วยโบท็อกซ์และสารเติมเต็ม
พญ.พรระวี เพลินธรรมคุณ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1698645608_%E0%B8%9E%E0%B8%A3%E0%B8%A3%E0%B8%B0%E0%B8%A7%E0%B8%B5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1022,"พุธ 17:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 17:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2546วุฒิบัตรสาขากุมารเวชศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2552วุฒิบัตรสาขากุมารเวชศาสตร์โรคหัวใจ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2558,กุมารเวชศาสตร์โรคหัวใจ
นพ.พรสิระ หงสกุล,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1642500428_Pornsira.H.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1175,"จันทร์ 13:00 - 16:00 น. สัปดาห์ที่ 2,4 อังคาร 08:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 11:00 - 14:00 น. สัปดาห์ที่ 1,3,4,5 อาทิตย์ 08:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตรบัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2546วุฒิบัตรสาขาอายุรศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2552วุฒิบัตรสาขาอายุรศาสตร์มะเร็งวิทยา คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2556,อายุรศาสตร์เคมีบำบัด
นพ.พฤกษ์ อารยะพิสุทธิกูร,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587712170_%E0%B8%99%E0%B8%9E.%E0%B8%9E%E0%B8%A4%E0%B8%81%E0%B8%A9%E0%B9%8C_%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B8%A2%E0%B8%B0%E0%B8%9E%E0%B8%B4%E0%B8%AA%E0%B8%B4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B9%8C%E0%B8%81%E0%B8%B9%E0%B8%A3.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=663,,เฝ้าระวังศีรษะกระแทก 72 ชั่วโมง,เวชศาสตร์ฉุกเฉิน
รศ. นพ.พฤหัส จันทร์ประภาพ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587711193_%E0%B8%A3%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%9E%E0%B8%A4%E0%B8%AB%E0%B8%B1%E0%B8%AA_%E0%B8%88%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%A0%E0%B8%B2%E0%B8%9E.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=673,"จันทร์ 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5",ประจำเดือนมาไม่ปกติ บอกอะไร? (Amenorrhea),สูติศาสตร์นรีเวชวิทยา
อ. นพ.พลสิทธิ์ แสงเสรีสถิตย์,https://www.siphhospital.com/assets/img/no_profile.png,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1001,"อังคาร 17:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย พ.ศ.2552วุฒิบัตรสาขาศัลยศาสตร์ทั่วไป โรงพยาบาลชลบุรี พ.ศ.2557,ศัลยศาสตร์ทั่วไป
รศ. นพ.พัชรพล อุดมเกียรติ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587704670_%E0%B8%A3%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%9E%E0%B8%B1%E0%B8%8A%E0%B8%A3%E0%B8%9E%E0%B8%A5_%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A1%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B8%95%E0%B8%B4.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=206,"จันทร์ 11:00 - 11:30 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 10:50 - 11:35 น. สัปดาห์ที่ 1,2,3,4,5","แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล ประเทศไทย พ.ศ.2537First Year Resident, Department of Surgery โรงพยาบาลศิริราช พ.ศ.2538Second and Third Year Resident ภาควิชาศัลยศาสตร์ออร์โธปิดิกส์ โรงพยาบาลศิริราช พ.ศ.2540วุฒิบัตรสาขาศัลยศาสตร์ออร์โธปิดิกส์ พ.ศ.2540Fellow at the Joint Replacement Institute at Orthopaedic Hospital, Los Angeles, California ประเทศสหรัฐอเมริกา พ.ศ.2541Fellow at the USC Center for Arthritis and Joint Implant Surgery, University of Southern California, Los Angesles, California ประเทศสหรัฐอเมริกา พ.ศ.2542Fellow at the Bone and Joint Institute at Good Samaritan Hospital, Los Angeles, California ประเทศสหรัฐอเมริกา พ.ศ.2543",ศัลยศาสตร์ออร์โธปิดิกส์
